Date,Country,Daily Cases,Daily Deaths,Daily Recovered,Total Cases,Total Deaths,Total Recovered
2024-08-17,Germany,27530,1283,27421,35252001,481548,34924087
2024-08-16,Germany,36686,1596,36387,35288687,483144,34960474
2024-08-15,Germany,34297,877,34145,35322984,484021,34994619
2024-08-14,Germany,2927,623,2800,35325911,484644,34997419
2024-08-13,Germany,32598,363,32166,35358509,485007,35029585
2024-08-12,Germany,27589,764,27187,35386098,485771,35056772
2024-08-11,Germany,26293,794,26116,35412391,486565,35082888
2024-08-10,Germany,26660,1383,26375,35439051,487948,35109263
2024-08-09,Germany,23194,1967,23160,35462245,489915,35132423
2024-08-08,Germany,9061,540,8770,35471306,490455,35141193
2024-08-07,Germany,40466,1203,40067,35511772,491658,35181260
2024-08-06,Germany,23607,253,23391,35535379,491911,35204651
2024-08-05,Germany,5370,217,5362,35540749,492128,35210013
2024-08-04,Germany,13011,55,12832,35553760,492183,35222845
2024-08-03,Germany,13620,1286,13288,35567380,493469,35236133
2024-08-02,Germany,25200,1501,25150,35592580,494970,35261283
2024-08-01,Germany,15576,951,15385,35608156,495921,35276668
2024-07-31,Germany,21306,1129,21230,35629462,497050,35297898
2024-07-30,Germany,31624,1388,31429,35661086,498438,35329327
2024-07-29,Germany,7193,334,7022,35668279,498772,35336349
2024-07-28,Germany,26042,1950,25633,35694321,500722,35361982
2024-07-27,Germany,48319,627,48014,35742640,501349,35409996
2024-07-26,Germany,42313,1482,42228,35784953,502831,35452224
2024-07-25,Germany,40579,340,40416,35825532,503171,35492640
2024-07-24,Germany,12753,578,12720,35838285,503749,35505360
2024-07-23,Germany,23597,31,23132,35861882,503780,35528492
2024-07-22,Germany,11156,1924,11048,35873038,505704,35539540
2024-07-21,Germany,43663,499,43507,35916701,506203,35583047
2024-07-20,Germany,45814,232,45532,35962515,506435,35628579
2024-07-19,Germany,34964,1074,34696,35997479,507509,35663275
2024-07-18,Germany,24985,751,24873,36022464,508260,35688148
2024-07-17,Germany,25981,178,25665,36048445,508438,35713813
2024-07-16,Germany,23347,699,23077,36071792,509137,35736890
2024-07-15,Germany,46230,102,45804,36118022,509239,35782694
2024-07-14,Germany,24415,255,24132,36142437,509494,35806826
2024-07-13,Germany,21195,780,20950,36163632,510274,35827776
2024-07-12,Germany,25839,762,25621,36189471,511036,35853397
2024-07-11,Germany,19467,536,19220,36208938,511572,35872617
2024-07-10,Germany,30538,646,30096,36239476,512218,35902713
2024-07-09,Germany,43333,117,43258,36282809,512335,35945971
2024-07-08,Germany,8633,621,8215,36291442,512956,35954186
2024-07-07,Germany,6788,209,6379,36298230,513165,35960565
2024-07-06,Germany,32355,322,32147,36330585,513487,35992712
2024-07-05,Germany,36246,856,35857,36366831,514343,36028569
2024-07-04,Germany,1780,518,1559,36368611,514861,36030128
2024-07-03,Germany,41946,537,41796,36410557,515398,36071924
2024-07-02,Germany,21132,289,21080,36431689,515687,36093004
2024-07-01,Germany,27531,106,27091,36459220,515793,36120095
2024-06-30,Germany,20629,345,20318,36479849,516138,36140413
2024-06-29,Germany,2421,555,2379,36482270,516693,36142792
2024-06-28,Germany,20736,1542,20496,36503006,518235,36163288
2024-06-27,Germany,12064,988,11966,36515070,519223,36175254
2024-06-26,Germany,19265,1865,19220,36534335,521088,36194474
2024-06-25,Germany,49620,903,49543,36583955,521991,36244017
2024-06-24,Germany,25087,1525,24932,36609042,523516,36268949
2024-06-23,Germany,10174,1535,10062,36619216,525051,36279011
2024-06-22,Germany,15253,1030,14928,36634469,526081,36293939
2024-06-21,Germany,47140,1676,46803,36681609,527757,36340742
2024-06-20,Germany,38690,266,38390,36720299,528023,36379132
2024-06-19,Germany,37237,1327,37166,36757536,529350,36416298
2024-06-18,Germany,12968,1915,12721,36770504,531265,36429019
2024-06-17,Germany,45935,148,45704,36816439,531413,36474723
2024-06-16,Germany,9538,1645,9167,36825977,533058,36483890
2024-06-15,Germany,49215,517,48898,36875192,533575,36532788
2024-06-14,Germany,39115,1728,39009,36914307,535303,36571797
2024-06-13,Germany,15816,1841,15535,36930123,537144,36587332
2024-06-12,Germany,15034,562,14817,36945157,537706,36602149
2024-06-11,Germany,34030,92,33537,36979187,537798,36635686
2024-06-10,Germany,13801,350,13447,36992988,538148,36649133
2024-06-09,Germany,29741,627,29573,37022729,538775,36678706
2024-06-08,Germany,4547,1171,4079,37027276,539946,36682785
2024-06-07,Germany,41350,1875,41015,37068626,541821,36723800
2024-06-06,Germany,3570,326,3479,37072196,542147,36727279
2024-06-05,Germany,7482,1215,7406,37079678,543362,36734685
2024-06-04,Germany,16585,175,16453,37096263,543537,36751138
2024-06-03,Germany,1059,1772,623,37097322,545309,36751761
2024-06-02,Germany,10019,1267,9995,37107341,546576,36761756
2024-06-01,Germany,42856,1332,42775,37150197,547908,36804531
2024-05-31,Germany,10957,1538,10574,37161154,549446,36815105
2024-05-30,Germany,32719,372,32292,37193873,549818,36847397
2024-05-29,Germany,45295,284,44962,37239168,550102,36892359
2024-05-28,Germany,29421,1991,29352,37268589,552093,36921711
2024-05-27,Germany,49171,871,48921,37317760,552964,36970632
2024-05-26,Germany,32110,1931,32027,37349870,554895,37002659
2024-05-25,Germany,40405,1632,40252,37390275,556527,37042911
2024-05-24,Germany,35506,491,35215,37425781,557018,37078126
2024-05-23,Germany,5856,1622,5382,37431637,558640,37083508
2024-05-22,Germany,10956,1217,10750,37442593,559857,37094258
2024-05-21,Germany,16331,455,16071,37458924,560312,37110329
2024-05-20,Germany,23001,1503,22654,37481925,561815,37132983
2024-05-19,Germany,43499,1674,43053,37525424,563489,37176036
2024-05-18,Germany,35525,1963,35415,37560949,565452,37211451
2024-05-17,Germany,29604,921,29264,37590553,566373,37240715
2024-05-16,Germany,11395,449,11342,37601948,566822,37252057
2024-05-15,Germany,26663,1018,26520,37628611,567840,37278577
2024-05-14,Germany,18059,1155,17932,37646670,568995,37296509
2024-05-13,Germany,15829,80,15478,37662499,569075,37311987
2024-05-12,Germany,14029,1173,13984,37676528,570248,37325971
2024-05-11,Germany,35801,1644,35454,37712329,571892,37361425
2024-05-10,Germany,38369,146,37952,37750698,572038,37399377
2024-05-09,Germany,24723,1176,24632,37775421,573214,37424009
2024-05-08,Germany,45670,1904,45184,37821091,575118,37469193
2024-05-07,Germany,23487,1928,23039,37844578,577046,37492232
2024-05-06,Germany,1442,1079,1368,37846020,578125,37493600
2024-05-05,Germany,2751,675,2321,37848771,578800,37495921
2024-05-04,Germany,27368,715,27074,37876139,579515,37522995
2024-05-03,Germany,4686,1813,4231,37880825,581328,37527226
2024-05-02,Germany,23931,1359,23835,37904756,582687,37551061
2024-05-01,Germany,4277,148,4230,37909033,582835,37555291
2024-04-30,Germany,20223,257,19806,37929256,583092,37575097
2024-04-29,Germany,6288,283,5953,37935544,583375,37581050
2024-04-28,Germany,22547,1162,22257,37958091,584537,37603307
2024-04-27,Germany,23615,637,23267,37981706,585174,37626574
2024-04-26,Germany,29192,1839,28851,38010898,587013,37655425
2024-04-25,Germany,36728,1462,36350,38047626,588475,37691775
2024-04-24,Germany,9467,1096,9188,38057093,589571,37700963
2024-04-23,Germany,34348,954,34017,38091441,590525,37734980
2024-04-22,Germany,8385,1267,7944,38099826,591792,37742924
2024-04-21,Germany,21013,227,20738,38120839,592019,37763662
2024-04-20,Germany,37090,1292,36936,38157929,593311,37800598
2024-04-19,Germany,28652,403,28545,38186581,593714,37829143
2024-04-18,Germany,30633,1474,30565,38217214,595188,37859708
2024-04-17,Germany,22217,511,21771,38239431,595699,37881479
2024-04-16,Germany,9103,1378,8610,38248534,597077,37890089
2024-04-15,Germany,23068,803,22639,38271602,597880,37912728
2024-04-14,Germany,25995,1262,25588,38297597,599142,37938316
2024-04-13,Germany,48042,1094,47607,38345639,600236,37985923
2024-04-12,Germany,38206,459,37722,38383845,600695,38023645
2024-04-11,Germany,39193,1872,39120,38423038,602567,38062765
2024-04-10,Germany,39515,655,39047,38462553,603222,38101812
2024-04-09,Germany,2568,452,2109,38465121,603674,38103921
2024-04-08,Germany,22743,1250,22365,38487864,604924,38126286
2024-04-07,Germany,29546,1708,29306,38517410,606632,38155592
2024-04-06,Germany,41435,1953,41241,38558845,608585,38196833
2024-04-05,Germany,5089,1488,4876,38563934,610073,38201709
2024-04-04,Germany,20945,1998,20693,38584879,612071,38222402
2024-04-03,Germany,33238,1924,32783,38618117,613995,38255185
2024-04-02,Germany,26627,795,26415,38644744,614790,38281600
2024-04-01,Germany,41087,1667,40805,38685831,616457,38322405
2024-03-31,Germany,32109,1688,31829,38717940,618145,38354234
2024-03-30,Germany,27488,1500,27054,38745428,619645,38381288
2024-03-29,Germany,20193,1956,20145,38765621,621601,38401433
2024-03-28,Germany,24977,926,24690,38790598,622527,38426123
2024-03-27,Germany,32087,1406,32041,38822685,623933,38458164
2024-03-26,Germany,17693,916,17316,38840378,624849,38475480
2024-03-25,Germany,35308,1469,35249,38875686,626318,38510729
2024-03-24,Germany,28297,1673,27907,38903983,627991,38538636
2024-03-23,Germany,13836,962,13709,38917819,628953,38552345
2024-03-22,Germany,42854,1274,42547,38960673,630227,38594892
2024-03-21,Germany,13923,1027,13840,38974596,631254,38608732
2024-03-20,Germany,18664,1943,18325,38993260,633197,38627057
2024-03-19,Germany,27108,1448,26975,39020368,634645,38654032
2024-03-18,Germany,9604,42,9565,39029972,634687,38663597
2024-03-17,Germany,17358,476,17275,39047330,635163,38680872
2024-03-16,Germany,11969,887,11606,39059299,636050,38692478
2024-03-15,Germany,44544,397,44057,39103843,636447,38736535
2024-03-14,Germany,44575,1338,44155,39148418,637785,38780690
2024-03-13,Germany,27519,167,27046,39175937,637952,38807736
2024-03-12,Germany,6924,1999,6625,39182861,639951,38814361
2024-03-11,Germany,38335,1819,38135,39221196,641770,38852496
2024-03-10,Germany,47943,100,47784,39269139,641870,38900280
2025-03-09,France,6024,1159,5785,2110732,125513,1986139
2025-03-08,France,14403,1800,14075,2125135,127313,2000214
2025-03-07,France,38628,78,38450,2163763,127391,2038664
2025-03-06,France,48223,84,47909,2211986,127475,2086573
2025-03-05,France,42098,439,42015,2254084,127914,2128588
2025-03-04,France,34624,1481,34333,2288708,129395,2162921
2025-03-03,France,10852,79,10841,2299560,129474,2173762
2025-03-02,France,9920,866,9590,2309480,130340,2183352
2025-03-01,France,1022,716,812,2310502,131056,2184164
2025-02-28,France,30518,551,30316,2341020,131607,2214480
2025-02-27,France,43970,1666,43531,2384990,133273,2258011
2025-02-26,France,34229,209,33865,2419219,133482,2291876
2025-02-25,France,35051,975,34942,2454270,134457,2326818
2025-02-24,France,7971,250,7844,2462241,134707,2334662
2025-02-23,France,31446,1539,31330,2493687,136246,2365992
2025-02-22,France,34575,199,34516,2528262,136445,2400508
2025-02-21,France,47016,257,46559,2575278,136702,2447067
2025-02-20,France,42384,856,41990,2617662,137558,2489057
2025-02-19,France,47283,960,46952,2664945,138518,2536009
2025-02-18,France,5182,1900,4936,2670127,140418,2540945
2025-02-17,France,37543,825,37310,2707670,141243,2578255
2025-02-16,France,11500,1643,11173,2719170,142886,2589428
2025-02-15,France,12920,1579,12501,2732090,144465,2601929
2025-02-14,France,39351,343,39207,2771441,144808,2641136
2025-02-13,France,1462,878,1390,2772903,145686,2642526
2025-02-12,France,2652,1955,2431,2775555,147641,2644957
2025-02-11,France,47014,483,46679,2822569,148124,2691636
2025-02-10,France,38463,1235,38064,2861032,149359,2729700
2025-02-09,France,17786,733,17739,2878818,150092,2747439
2025-02-08,France,44987,1109,44529,2923805,151201,2791968
2025-02-07,France,17343,1483,17028,2941148,152684,2808996
2025-02-06,France,44767,427,44708,2985915,153111,2853704
2025-02-05,France,31368,1258,31107,3017283,154369,2884811
2025-02-04,France,9639,1279,9316,3026922,155648,2894127
2025-02-03,France,48110,845,47935,3075032,156493,2942062
2025-02-02,France,6923,175,6568,3081955,156668,2948630
2025-02-01,France,6978,761,6551,3088933,157429,2955181
2025-01-31,France,32819,961,32658,3121752,158390,2987839
2025-01-30,France,38389,1132,38040,3160141,159522,3025879
2025-01-29,France,8687,1009,8668,3168828,160531,3034547
2025-01-28,France,20667,295,20645,3189495,160826,3055192
2025-01-27,France,14673,1332,14188,3204168,162158,3069380
2025-01-26,France,18106,374,17614,3222274,162532,3086994
2025-01-25,France,35364,86,35207,3257638,162618,3122201
2025-01-24,France,23174,18,22842,3280812,162636,3145043
2025-01-23,France,48923,52,48665,3329735,162688,3193708
2025-01-22,France,48578,1304,48282,3378313,163992,3241990
2025-01-21,France,32962,1094,32788,3411275,165086,3274778
2025-01-20,France,12497,1003,12100,3423772,166089,3286878
2025-01-19,France,39649,1942,39312,3463421,168031,3326190
2025-01-18,France,31033,1446,30905,3494454,169477,3357095
2025-01-17,France,45764,420,45393,3540218,169897,3402488
2025-01-16,France,2548,1656,2276,3542766,171553,3404764
2025-01-15,France,28622,194,28413,3571388,171747,3433177
2025-01-14,France,6123,220,5882,3577511,171967,3439059
2025-01-13,France,13918,709,13765,3591429,172676,3452824
2025-01-12,France,23807,216,23372,3615236,172892,3476196
2025-01-11,France,9039,427,8724,3624275,173319,3484920
2025-01-10,France,23547,99,23301,3647822,173418,3508221
2025-01-09,France,26287,132,25808,3674109,173550,3534029
2025-01-08,France,15477,626,15062,3689586,174176,3549091
2025-01-07,France,20863,667,20678,3710449,174843,3569769
2025-01-06,France,18204,1726,18078,3728653,176569,3587847
2025-01-05,France,858,66,450,3729511,176635,3588297
2025-01-04,France,8764,899,8367,3738275,177534,3596664
2025-01-03,France,27977,246,27695,3766252,177780,3624359
2025-01-02,France,2748,1934,2273,3769000,179714,3626632
2025-01-01,France,20266,1316,20135,3789266,181030,3646767
2024-12-31,France,41767,493,41335,3831033,181523,3688102
2024-12-30,France,47380,310,47043,3878413,181833,3735145
2024-12-29,France,40705,1856,40330,3919118,183689,3775475
2024-12-28,France,36360,367,36186,3955478,184056,3811661
2024-12-27,France,24225,925,24171,3979703,184981,3835832
2024-12-26,France,10801,1602,10601,3990504,186583,3846433
2024-12-25,France,37759,1402,37635,4028263,187985,3884068
2024-12-24,France,36753,545,36378,4065016,188530,3920446
2024-12-23,France,19291,1039,19178,4084307,189569,3939624
2024-12-22,France,15496,1205,15127,4099803,190774,3954751
2024-12-21,France,32079,1931,32068,4131882,192705,3986819
2024-12-20,France,10065,1892,9989,4141947,194597,3996808
2024-12-19,France,19752,431,19470,4161699,195028,4016278
2024-12-18,France,1890,1033,1754,4163589,196061,4018032
2024-12-17,France,41863,1906,41470,4205452,197967,4059502
2024-12-16,France,25429,534,25006,4230881,198501,4084508
2024-12-15,France,48428,500,48034,4279309,199001,4132542
2024-12-14,France,7244,922,7100,4286553,199923,4139642
2024-12-13,France,43726,1732,43349,4330279,201655,4182991
2024-12-12,France,20157,225,20064,4350436,201880,4203055
2024-12-11,France,15644,1471,15361,4366080,203351,4218416
2024-12-10,France,12436,1906,12175,4378516,205257,4230591
2024-12-09,France,37295,999,37263,4415811,206256,4267854
2024-12-08,France,28877,839,28749,4444688,207095,4296603
2024-12-07,France,17288,1902,16852,4461976,208997,4313455
2024-12-06,France,24080,507,23658,4486056,209504,4337113
2024-12-05,France,30856,1923,30510,4516912,211427,4367623
2024-12-04,France,23270,1439,23044,4540182,212866,4390667
2024-12-03,France,14444,988,14206,4554626,213854,4404873
2024-12-02,France,7166,1675,6704,4561792,215529,4411577
2024-12-01,France,7899,1118,7427,4569691,216647,4419004
2024-11-30,France,6931,971,6792,4576622,217618,4425796
2024-11-29,France,41923,649,41612,4618545,218267,4467408
2024-11-28,France,3918,739,3681,4622463,219006,4471089
2024-11-27,France,3079,1253,2700,4625542,220259,4473789
2024-11-26,France,20421,1516,19976,4645963,221775,4493765
2024-11-25,France,34810,659,34515,4680773,222434,4528280
2024-11-24,France,23557,1556,23493,4704330,223990,4551773
2024-11-23,France,20923,712,20629,4725253,224702,4572402
2024-11-22,France,45154,32,44821,4770407,224734,4617223
2024-11-21,France,12673,1038,12392,4783080,225772,4629615
2024-11-20,France,49098,1053,48666,4832178,226825,4678281
2024-11-19,France,5486,676,5433,4837664,227501,4683714
2024-11-18,France,12922,1024,12557,4850586,228525,4696271
2024-11-17,France,21896,799,21446,4872482,229324,4717717
2024-11-16,France,3888,640,3878,4876370,229964,4721595
2024-11-15,France,30146,1753,29818,4906516,231717,4751413
2024-11-14,France,37916,1639,37706,4944432,233356,4789119
2024-11-13,France,25866,1775,25725,4970298,235131,4814844
2024-11-12,France,40684,1606,40558,5010982,236737,4855402
2024-11-11,France,25434,1104,25049,5036416,237841,4880451
2024-11-10,France,16647,1338,16471,5053063,239179,4896922
2024-11-09,France,21563,358,21193,5074626,239537,4918115
2024-11-08,France,41996,1341,41527,5116622,240878,4959642
2024-11-07,France,16350,772,16087,5132972,241650,4975729
2024-11-06,France,40740,1238,40326,5173712,242888,5016055
2024-11-05,France,22729,1299,22678,5196441,244187,5038733
2024-11-04,France,6832,1351,6606,5203273,245538,5045339
2024-11-03,France,41422,280,41393,5244695,245818,5086732
2024-11-02,France,19139,282,19068,5263834,246100,5105800
2024-11-01,France,24661,509,24561,5288495,246609,5130361
2024-10-31,France,10800,919,10721,5299295,247528,5141082
2024-10-30,France,47329,1139,47111,5346624,248667,5188193
2024-10-29,France,33929,103,33788,5380553,248770,5221981
2024-10-28,France,9636,492,9313,5390189,249262,5231294
2024-10-27,France,40327,219,40142,5430516,249481,5271436
2024-10-26,France,16622,86,16524,5447138,249567,5287960
2024-10-25,France,23694,949,23246,5470832,250516,5311206
2024-10-24,France,15594,1301,15223,5486426,251817,5326429
2024-10-23,France,15891,446,15856,5502317,252263,5342285
2024-10-22,France,3420,907,3064,5505737,253170,5345349
2024-10-21,France,39987,540,39596,5545724,253710,5384945
2024-10-20,France,7105,332,6731,5552829,254042,5391676
2024-10-19,France,17078,152,16615,5569907,254194,5408291
2024-10-18,France,12401,62,12271,5582308,254256,5420562
2024-10-17,France,47316,1645,47087,5629624,255901,5467649
2024-10-16,France,4598,1127,4225,5634222,257028,5471874
2024-10-15,France,26765,560,26448,5660987,257588,5498322
2024-10-14,France,35025,1431,34598,5696012,259019,5532920
2024-10-13,France,44634,13,44563,5740646,259032,5577483
2024-10-12,France,28554,496,28132,5769200,259528,5605615
2024-10-11,France,31143,1000,30850,5800343,260528,5636465
2024-10-10,France,29903,980,29775,5830246,261508,5666240
2024-10-09,France,13316,999,12880,5843562,262507,5679120
2024-10-08,France,12858,1898,12782,5856420,264405,5691902
2024-10-07,France,42026,665,41953,5898446,265070,5733855
2024-10-06,France,42734,888,42487,5941180,265958,5776342
2024-10-05,France,10568,1250,10243,5951748,267208,5786585
2024-10-04,France,16700,1688,16490,5968448,268896,5803075
2024-10-03,France,23756,810,23385,5992204,269706,5826460
2024-10-02,France,3998,329,3988,5996202,270035,5830448
2024-10-01,France,28983,1462,28587,6025185,271497,5859035
2024-09-30,France,36588,115,36309,6061773,271612,5895344
2024-09-29,France,18881,60,18728,6080654,271672,5914072
2024-09-28,France,7362,1484,7309,6088016,273156,5921381
2024-09-27,France,5809,413,5585,6093825,273569,5926966
2024-09-26,France,11885,218,11532,6105710,273787,5938498
2024-09-25,France,44682,1973,44604,6150392,275760,5983102
2024-09-24,France,23057,1085,22719,6173449,276845,6005821
2024-09-23,France,15373,1989,15160,6188822,278834,6020981
2024-09-22,France,44228,1966,44173,6233050,280800,6065154
2024-09-21,France,42274,1645,42013,6275324,282445,6107167
2024-09-20,France,20460,1962,20198,6295784,284407,6127365
2024-09-19,France,5329,777,5116,6301113,285184,6132481
2024-09-18,France,39572,1273,39166,6340685,286457,6171647
2024-09-17,France,43554,24,43483,6384239,286481,6215130
2024-09-16,France,33315,1886,33024,6417554,288367,6248154
2024-09-15,France,6151,773,6130,6423705,289140,6254284
2024-09-14,France,48159,1909,47720,6471864,291049,6302004
2024-09-13,France,25879,533,25801,6497743,291582,6327805
2024-09-12,France,22507,945,22294,6520250,292527,6350099
2024-09-11,France,24624,824,24465,6544874,293351,6374564
2024-09-10,France,10958,1177,10726,6555832,294528,6385290
2024-09-09,France,2673,1463,2301,6558505,295991,6387591
2024-09-08,France,41942,471,41569,6600447,296462,6429160
2024-09-07,France,45786,1049,45313,6646233,297511,6474473
2024-09-06,France,37880,130,37787,6684113,297641,6512260
2024-09-05,France,16930,1836,16699,6701043,299477,6528959
2024-09-04,France,15148,372,14870,6716191,299849,6543829
2024-09-03,France,19272,1647,18884,6735463,301496,6562713
2024-09-02,France,9261,933,8945,6744724,302429,6571658
2024-09-01,France,46290,46,46267,6791014,302475,6617925
2024-08-31,France,19460,1551,19123,6810474,304026,6637048
2024-08-30,France,30387,1722,30088,6840861,305748,6667136
2024-08-29,France,20743,1328,20653,6861604,307076,6687789
2024-08-28,France,30742,1693,30732,6892346,308769,6718521
2024-08-27,France,39103,1726,38838,6931449,310495,6757359
2024-08-26,France,31902,590,31659,6963351,311085,6789018
2024-08-25,France,4824,26,4601,6968175,311111,6793619
2024-08-24,France,2662,1632,2390,6970837,312743,6796009
2024-08-23,France,8129,917,8074,6978966,313660,6804083
2024-08-22,France,6203,1383,5943,6985169,315043,6810026
2024-08-21,France,45791,724,45508,7030960,315767,6855534
2024-08-20,France,12796,174,12341,7043756,315941,6867875
2024-08-19,France,15515,299,15418,7059271,316240,6883293
2024-08-18,France,34561,1657,34479,7093832,317897,6917772
2024-08-17,France,6131,30,5945,7099963,317927,6923717
2024-08-16,France,17249,518,17093,7117212,318445,6940810
2024-08-15,France,5576,1922,5529,7122788,320367,6946339
2024-08-14,France,39681,1982,39192,7162469,322349,6985531
2024-08-13,France,5238,1351,4760,7167707,323700,6990291
2024-08-12,France,37209,1236,37182,7204916,324936,7027473
2024-08-11,France,24367,235,24183,7229283,325171,7051656
2024-08-10,France,48743,1192,48442,7278026,326363,7100098
2024-08-09,France,38899,1147,38875,7316925,327510,7138973
2024-08-08,France,30561,1990,30243,7347486,329500,7169216
2024-08-07,France,33249,474,33061,7380735,329974,7202277
2024-08-06,France,12456,1978,12324,7393191,331952,7214601
2024-08-05,France,39084,1149,39004,7432275,333101,7253605
2024-08-04,France,25317,1928,25197,7457592,335029,7278802
2024-08-03,France,6407,1421,6066,7463999,336450,7284868
2024-08-02,France,11327,953,10952,7475326,337403,7295820
2024-08-01,France,12325,645,11933,7487651,338048,7307753
2024-07-31,France,7875,1558,7459,7495526,339606,7315212
2024-07-30,France,7526,279,7434,7503052,339885,7322646
2024-07-29,France,45990,881,45614,7549042,340766,7368260
2024-07-28,France,16131,1768,16057,7565173,342534,7384317
2024-07-27,France,27694,600,27512,7592867,343134,7411829
2024-07-26,France,20362,1461,20305,7613229,344595,7432134
2024-07-25,France,20151,1080,19998,7633380,345675,7452132
2024-07-24,France,40377,1910,40200,7673757,347585,7492332
2024-07-23,France,44894,1665,44759,7718651,349250,7537091
2024-07-22,France,10729,1006,10682,7729380,350256,7547773
2024-07-21,France,16117,1502,16013,7745497,351758,7563786
2024-07-20,France,7764,158,7607,7753261,351916,7571393
2024-07-19,France,38029,619,37930,7791290,352535,7609323
2024-07-18,France,20296,308,20200,7811586,352843,7629523
2024-07-17,France,36910,1343,36763,7848496,354186,7666286
2024-07-16,France,6595,264,6268,7855091,354450,7672554
2024-07-15,France,22332,1138,22283,7877423,355588,7694837
2024-07-14,France,30492,1471,30225,7907915,357059,7725062
2024-07-13,France,21972,1592,21541,7929887,358651,7746603
2024-07-12,France,31203,1952,31003,7961090,360603,7777606
2024-07-11,France,18394,1287,18389,7979484,361890,7795995
